Country Name,Id,Indicator Name,Value,Year
Kuwait,380998,"External debt stocks, total (DOD, current US$)",n/a,2022
Lao PDR,381076,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Lao PDR,381081,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Lao PDR,381120,"External debt stocks, total (DOD, current US$)",n/a,2022
Lebanon,381137,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Lebanon,381142,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Lebanon,381181,"External debt stocks, total (DOD, current US$)",n/a,2022
Liberia,381198,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Liberia,381203,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Liberia,381242,"External debt stocks, total (DOD, current US$)",n/a,2022
Libya,381259,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Libya,381264,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Libya,381303,"External debt stocks, total (DOD, current US$)",n/a,2022
St. Lucia,381320,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
St. Lucia,381325,"Debt service on external debt, total (TDS, current US$)",n/a,2022
St. Lucia,381364,"External debt stocks, total (DOD, current US$)",n/a,2022
Liechtenstein,381564,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Liechtenstein,381569,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Liechtenstein,381608,"External debt stocks, total (DOD, current US$)",n/a,2022
Sri Lanka,381625,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Sri Lanka,381630,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Sri Lanka,381669,"External debt stocks, total (DOD, current US$)",n/a,2022
Lesotho,381808,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Lesotho,381813,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Lesotho,381852,"External debt stocks, total (DOD, current US$)",n/a,2022
Lithuania,381930,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Lithuania,381935,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Lithuania,381974,"External debt stocks, total (DOD, current US$)",n/a,2022
Luxembourg,381991,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Luxembourg,381996,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Luxembourg,382035,"External debt stocks, total (DOD, current US$)",n/a,2022
Latvia,382052,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Latvia,382057,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Latvia,382096,"External debt stocks, total (DOD, current US$)",n/a,2022
"Macao SAR, China",382113,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
"Macao SAR, China",382118,"Debt service on external debt, total (TDS, current US$)",n/a,2022
"Macao SAR, China",382157,"External debt stocks, total (DOD, current US$)",n/a,2022
St. Martin (French part),382174,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
St. Martin (French part),382179,"Debt service on external debt, total (TDS, current US$)",n/a,2022
St. Martin (French part),382218,"External debt stocks, total (DOD, current US$)",n/a,2022
Morocco,382235,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Morocco,382240,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Morocco,382279,"External debt stocks, total (DOD, current US$)",n/a,2022
Monaco,382296,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Monaco,382301,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Monaco,382340,"External debt stocks, total (DOD, current US$)",n/a,2022
Moldova,382357,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Moldova,382362,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Moldova,382401,"External debt stocks, total (DOD, current US$)",n/a,2022
Madagascar,382418,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Madagascar,382423,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Madagascar,382462,"External debt stocks, total (DOD, current US$)",n/a,2022
Maldives,382479,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Maldives,382484,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Maldives,382523,"External debt stocks, total (DOD, current US$)",n/a,2022
Mexico,382601,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mexico,382606,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mexico,382645,"External debt stocks, total (DOD, current US$)",n/a,2022
Marshall Islands,382662,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Marshall Islands,382667,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Marshall Islands,382706,"External debt stocks, total (DOD, current US$)",n/a,2022
Mali,382845,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mali,382850,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mali,382889,"External debt stocks, total (DOD, current US$)",n/a,2022
Malta,382906,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Malta,382911,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Malta,382950,"External debt stocks, total (DOD, current US$)",n/a,2022
Myanmar,382967,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Myanmar,382972,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Myanmar,383011,"External debt stocks, total (DOD, current US$)",n/a,2022
Montenegro,383089,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Montenegro,383094,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Montenegro,383133,"External debt stocks, total (DOD, current US$)",n/a,2022
Mongolia,383150,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mongolia,383155,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mongolia,383194,"External debt stocks, total (DOD, current US$)",n/a,2022
Mozambique,383272,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mozambique,383277,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mozambique,383316,"External debt stocks, total (DOD, current US$)",n/a,2022
Mauritania,383333,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mauritania,383338,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mauritania,383377,"External debt stocks, total (DOD, current US$)",n/a,2022
Mauritius,383394,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Mauritius,383399,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Mauritius,383438,"External debt stocks, total (DOD, current US$)",n/a,2022
Malawi,383455,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Malawi,383460,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Malawi,383499,"External debt stocks, total (DOD, current US$)",n/a,2022
Malaysia,383516,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Malaysia,383521,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Malaysia,383560,"External debt stocks, total (DOD, current US$)",n/a,2022
Namibia,383638,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Namibia,383643,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Namibia,383682,"External debt stocks, total (DOD, current US$)",n/a,2022
New Caledonia,383699,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
New Caledonia,383704,"Debt service on external debt, total (TDS, current US$)",n/a,2022
New Caledonia,383743,"External debt stocks, total (DOD, current US$)",n/a,2022
Niger,383760,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Niger,383765,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Niger,383804,"External debt stocks, total (DOD, current US$)",n/a,2022
Nigeria,383821,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Nigeria,383826,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Nigeria,383865,"External debt stocks, total (DOD, current US$)",n/a,2022
Nicaragua,383882,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Nicaragua,383887,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Nicaragua,383926,"External debt stocks, total (DOD, current US$)",n/a,2022
Netherlands,383943,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Netherlands,383948,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Netherlands,383987,"External debt stocks, total (DOD, current US$)",n/a,2022
Norway,384004,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Norway,384009,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Norway,384048,"External debt stocks, total (DOD, current US$)",n/a,2022
Nepal,384065,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Nepal,384070,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Nepal,384109,"External debt stocks, total (DOD, current US$)",n/a,2022
Nauru,384126,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Nauru,384131,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Nauru,384170,"External debt stocks, total (DOD, current US$)",n/a,2022
New Zealand,384187,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
New Zealand,384192,"Debt service on external debt, total (TDS, current US$)",n/a,2022
New Zealand,384231,"External debt stocks, total (DOD, current US$)",n/a,2022
Oman,384309,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Oman,384314,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Oman,384353,"External debt stocks, total (DOD, current US$)",n/a,2022
Pakistan,384431,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Pakistan,384436,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Pakistan,384475,"External debt stocks, total (DOD, current US$)",n/a,2022
Panama,384492,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Panama,384497,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Panama,384536,"External debt stocks, total (DOD, current US$)",n/a,2022
Peru,384553,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Peru,384558,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Peru,384597,"External debt stocks, total (DOD, current US$)",n/a,2022
Philippines,384614,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Philippines,384619,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Philippines,384658,"External debt stocks, total (DOD, current US$)",n/a,2022
Palau,384675,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Palau,384680,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Palau,384719,"External debt stocks, total (DOD, current US$)",n/a,2022
Papua New Guinea,384736,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Papua New Guinea,384741,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Papua New Guinea,384780,"External debt stocks, total (DOD, current US$)",n/a,2022
Poland,384797,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Poland,384802,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Poland,384841,"External debt stocks, total (DOD, current US$)",n/a,2022
Puerto Rico,384919,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
Puerto Rico,384924,"Debt service on external debt, total (TDS, current US$)",n/a,2022
Puerto Rico,384963,"External debt stocks, total (DOD, current US$)",n/a,2022
"Korea, Dem. People's Rep.",384980,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2022
