Country Name,Id,Indicator Name,Value,Year
Curacao,181611,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Curacao,181650,"External debt stocks, total (DOD, current US$)",n/a,2010
Cayman Islands,181667,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Cayman Islands,181672,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Cayman Islands,181711,"External debt stocks, total (DOD, current US$)",n/a,2010
Cyprus,181728,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Cyprus,181733,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Cyprus,181772,"External debt stocks, total (DOD, current US$)",n/a,2010
Czechia,181789,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Czechia,181794,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Czechia,181833,"External debt stocks, total (DOD, current US$)",n/a,2010
Germany,181850,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Germany,181855,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Germany,181894,"External debt stocks, total (DOD, current US$)",n/a,2010
Djibouti,181911,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",30618399.9,2010
Djibouti,181916,"Debt service on external debt, total (TDS, current US$)",35743685.4,2010
Djibouti,181955,"External debt stocks, total (DOD, current US$)",768541095.7,2010
Dominica,181972,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",15234995.3,2010
Dominica,181977,"Debt service on external debt, total (TDS, current US$)",16578439.9,2010
Dominica,182016,"External debt stocks, total (DOD, current US$)",271398373.2,2010
Denmark,182033,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Denmark,182038,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Denmark,182077,"External debt stocks, total (DOD, current US$)",n/a,2010
Dominican Republic,182094,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1134565879,2010
Dominican Republic,182099,"Debt service on external debt, total (TDS, current US$)",1423774065,2010
Dominican Republic,182138,"External debt stocks, total (DOD, current US$)",13498619112,2010
Algeria,182155,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",388279985.7,2010
Algeria,182160,"Debt service on external debt, total (TDS, current US$)",676192756.3,2010
Algeria,182199,"External debt stocks, total (DOD, current US$)",7252969909,2010
Ecuador,182521,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",967582417.7,2010
Ecuador,182526,"Debt service on external debt, total (TDS, current US$)",1745878474,2010
Ecuador,182565,"External debt stocks, total (DOD, current US$)",15377007844,2010
"Egypt, Arab Rep.",182582,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2907715990,2010
"Egypt, Arab Rep.",182587,"Debt service on external debt, total (TDS, current US$)",3064733649,2010
"Egypt, Arab Rep.",182626,"External debt stocks, total (DOD, current US$)",36775092025,2010
Eritrea,182704,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",26877435.9,2010
Eritrea,182709,"Debt service on external debt, total (TDS, current US$)",27069136.7,2010
Eritrea,182748,"External debt stocks, total (DOD, current US$)",1037276234,2010
Spain,182765,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Spain,182770,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Spain,182809,"External debt stocks, total (DOD, current US$)",n/a,2010
Estonia,182826,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Estonia,182831,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Estonia,182870,"External debt stocks, total (DOD, current US$)",n/a,2010
Ethiopia,182887,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",174995244.9,2010
Ethiopia,182892,"Debt service on external debt, total (TDS, current US$)",179341010.1,2010
Ethiopia,182931,"External debt stocks, total (DOD, current US$)",7286199659,2010
Finland,183070,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Finland,183075,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Finland,183114,"External debt stocks, total (DOD, current US$)",n/a,2010
Fiji,183131,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",24378319.1,2010
Fiji,183136,"Debt service on external debt, total (TDS, current US$)",59425967,2010
Fiji,183175,"External debt stocks, total (DOD, current US$)",1107442022,2010
France,183192,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
France,183197,"Debt service on external debt, total (TDS, current US$)",n/a,2010
France,183236,"External debt stocks, total (DOD, current US$)",n/a,2010
Faroe Islands,183253,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Faroe Islands,183258,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Faroe Islands,183297,"External debt stocks, total (DOD, current US$)",n/a,2010
Gabon,183375,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",450409254.3,2010
Gabon,183380,"Debt service on external debt, total (TDS, current US$)",452909301.7,2010
Gabon,183419,"External debt stocks, total (DOD, current US$)",2928709658,2010
United Kingdom,183436,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
United Kingdom,183441,"Debt service on external debt, total (TDS, current US$)",n/a,2010
United Kingdom,183480,"External debt stocks, total (DOD, current US$)",n/a,2010
Georgia,183497,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",255169470.5,2010
Georgia,183502,"Debt service on external debt, total (TDS, current US$)",803453562.8,2010
Georgia,183541,"External debt stocks, total (DOD, current US$)",8790390910,2010
Ghana,183558,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",267030995.9,2010
Ghana,183563,"Debt service on external debt, total (TDS, current US$)",320403886.9,2010
Ghana,183602,"External debt stocks, total (DOD, current US$)",8365239757,2010
Gibraltar,183619,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Gibraltar,183624,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Gibraltar,183663,"External debt stocks, total (DOD, current US$)",n/a,2010
Guinea,183680,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",69004795.9,2010
Guinea,183685,"Debt service on external debt, total (TDS, current US$)",80218497.8,2010
Guinea,183724,"External debt stocks, total (DOD, current US$)",3245354176,2010
"Gambia, The",183741,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",24434915.8,2010
"Gambia, The",183746,"Debt service on external debt, total (TDS, current US$)",25124667.5,2010
"Gambia, The",183785,"External debt stocks, total (DOD, current US$)",543241408.2,2010
Guinea-Bissau,183802,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",9717263.1,2010
Guinea-Bissau,183807,"Debt service on external debt, total (TDS, current US$)",18016832.9,2010
Guinea-Bissau,183846,"External debt stocks, total (DOD, current US$)",1096724106,2010
Equatorial Guinea,183863,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Equatorial Guinea,183868,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Equatorial Guinea,183907,"External debt stocks, total (DOD, current US$)",n/a,2010
Greece,183924,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Greece,183929,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Greece,183968,"External debt stocks, total (DOD, current US$)",n/a,2010
Grenada,183985,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",25640884.1,2010
Grenada,183990,"Debt service on external debt, total (TDS, current US$)",26036959,2010
Grenada,184029,"External debt stocks, total (DOD, current US$)",560589966.8,2010
Greenland,184046,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Greenland,184051,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Greenland,184090,"External debt stocks, total (DOD, current US$)",n/a,2010
Guatemala,184107,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",547726537.1,2010
Guatemala,184112,"Debt service on external debt, total (TDS, current US$)",1603918646,2010
Guatemala,184151,"External debt stocks, total (DOD, current US$)",15043073564,2010
Guyana,184229,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",27135270.4,2010
Guyana,184234,"Debt service on external debt, total (TDS, current US$)",31981078.2,2010
Guyana,184273,"External debt stocks, total (DOD, current US$)",1408397852,2010
"Hong Kong SAR, China",184351,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
"Hong Kong SAR, China",184356,"Debt service on external debt, total (TDS, current US$)",n/a,2010
"Hong Kong SAR, China",184395,"External debt stocks, total (DOD, current US$)",n/a,2010
Honduras,184412,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",109299667.3,2010
Honduras,184417,"Debt service on external debt, total (TDS, current US$)",515265935.4,2010
Honduras,184456,"External debt stocks, total (DOD, current US$)",4008010904,2010
Croatia,184534,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Croatia,184539,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Croatia,184578,"External debt stocks, total (DOD, current US$)",n/a,2010
Haiti,184595,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",130458632,2010
Haiti,184600,"Debt service on external debt, total (TDS, current US$)",131268683.8,2010
Haiti,184639,"External debt stocks, total (DOD, current US$)",959066834.3,2010
Hungary,184656,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Hungary,184661,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Hungary,184700,"External debt stocks, total (DOD, current US$)",n/a,2010
Indonesia,184961,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",11106152441,2010
Indonesia,184966,"Debt service on external debt, total (TDS, current US$)",31569058233,2010
Indonesia,185005,"External debt stocks, total (DOD, current US$)",1.98E+11,2010
Isle of Man,185083,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Isle of Man,185088,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Isle of Man,185127,"External debt stocks, total (DOD, current US$)",n/a,2010
India,185144,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",6226748158,2010
India,185149,"Debt service on external debt, total (TDS, current US$)",24412612397,2010
India,185188,"External debt stocks, total (DOD, current US$)",2.90E+11,2010
Ireland,185266,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Ireland,185271,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Ireland,185310,"External debt stocks, total (DOD, current US$)",n/a,2010
"Iran, Islamic Rep.",185327,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1667600243,2010
"Iran, Islamic Rep.",185332,"Debt service on external debt, total (TDS, current US$)",1807534688,2010
"Iran, Islamic Rep.",185371,"External debt stocks, total (DOD, current US$)",19768742370,2010
Iraq,185388,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Iraq,185393,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Iraq,185432,"External debt stocks, total (DOD, current US$)",n/a,2010
Iceland,185449,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Iceland,185454,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Iceland,185493,"External debt stocks, total (DOD, current US$)",n/a,2010
Israel,185510,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Israel,185515,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Israel,185554,"External debt stocks, total (DOD, current US$)",n/a,2010
Italy,185571,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Italy,185576,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Italy,185615,"External debt stocks, total (DOD, current US$)",n/a,2010
Jamaica,185632,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",825457032.2,2010
Jamaica,185637,"Debt service on external debt, total (TDS, current US$)",1191345924,2010
Jamaica,185676,"External debt stocks, total (DOD, current US$)",14193366149,2010
Jordan,185693,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",624802709.7,2010
Jordan,185698,"Debt service on external debt, total (TDS, current US$)",789515774.7,2010
Jordan,185737,"External debt stocks, total (DOD, current US$)",16894215041,2010
Japan,185754,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Japan,185759,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Japan,185798,"External debt stocks, total (DOD, current US$)",n/a,2010
Kazakhstan,185815,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",332388512.8,2010
Kazakhstan,185820,"Debt service on external debt, total (TDS, current US$)",39474724071,2010
Kazakhstan,185859,"External debt stocks, total (DOD, current US$)",1.19E+11,2010
Kenya,185876,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",350347030.2,2010
Kenya,185881,"Debt service on external debt, total (TDS, current US$)",402166492,2010
Kenya,185920,"External debt stocks, total (DOD, current US$)",8885235533,2010
Kyrgyz Republic,185937,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",61338167.6,2010
Kyrgyz Republic,185942,"Debt service on external debt, total (TDS, current US$)",557179400.9,2010
Kyrgyz Republic,185981,"External debt stocks, total (DOD, current US$)",4118497688,2010
Cambodia,185998,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",59448052.4,2010
Cambodia,186003,"Debt service on external debt, total (TDS, current US$)",65348617.7,2010
Cambodia,186042,"External debt stocks, total (DOD, current US$)",4010466367,2010
Kiribati,186059,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Kiribati,186064,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Kiribati,186103,"External debt stocks, total (DOD, current US$)",n/a,2010
St. Kitts and Nevis,186120,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",44750000,2010
St. Kitts and Nevis,186125,"Debt service on external debt, total (TDS, current US$)",n/a,2010
St. Kitts and Nevis,186164,"External debt stocks, total (DOD, current US$)",n/a,2010
"Korea, Rep.",186181,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
"Korea, Rep.",186186,"Debt service on external debt, total (TDS, current US$)",n/a,2010
"Korea, Rep.",186225,"External debt stocks, total (DOD, current US$)",n/a,2010
Kuwait,186242,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Kuwait,186247,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Kuwait,186286,"External debt stocks, total (DOD, current US$)",n/a,2010
Lao PDR,186364,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",86689048.5,2010
Lao PDR,186369,"Debt service on external debt, total (TDS, current US$)",301763298.7,2010
Lao PDR,186408,"External debt stocks, total (DOD, current US$)",6553667991,2010
Lebanon,186425,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",3882926911,2010
Lebanon,186430,"Debt service on external debt, total (TDS, current US$)",11196248805,2010
Lebanon,186469,"External debt stocks, total (DOD, current US$)",47818873949,2010
Liberia,186486,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4333869.6,2010
Liberia,186491,"Debt service on external debt, total (TDS, current US$)",6142707.2,2010
Liberia,186530,"External debt stocks, total (DOD, current US$)",418851731,2010
Libya,186547,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Libya,186552,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Libya,186591,"External debt stocks, total (DOD, current US$)",n/a,2010
St. Lucia,186608,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",41255295.8,2010
St. Lucia,186613,"Debt service on external debt, total (TDS, current US$)",44194608.1,2010
St. Lucia,186652,"External debt stocks, total (DOD, current US$)",584783262.7,2010
Liechtenstein,186852,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Liechtenstein,186857,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Liechtenstein,186896,"External debt stocks, total (DOD, current US$)",n/a,2010
Sri Lanka,186913,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1177943798,2010
Sri Lanka,186918,"Debt service on external debt, total (TDS, current US$)",1408351248,2010
Sri Lanka,186957,"External debt stocks, total (DOD, current US$)",21684210689,2010
Lesotho,187096,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",27248847.7,2010
Lesotho,187101,"Debt service on external debt, total (TDS, current US$)",34890995.9,2010
Lesotho,187140,"External debt stocks, total (DOD, current US$)",788060174.8,2010
Lithuania,187218,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Lithuania,187223,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Lithuania,187262,"External debt stocks, total (DOD, current US$)",n/a,2010
Luxembourg,187279,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Luxembourg,187284,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Luxembourg,187323,"External debt stocks, total (DOD, current US$)",n/a,2010
Latvia,187340,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Latvia,187345,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Latvia,187384,"External debt stocks, total (DOD, current US$)",n/a,2010
"Macao SAR, China",187401,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
"Macao SAR, China",187406,"Debt service on external debt, total (TDS, current US$)",n/a,2010
"Macao SAR, China",187445,"External debt stocks, total (DOD, current US$)",n/a,2010
St. Martin (French part),187462,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
St. Martin (French part),187467,"Debt service on external debt, total (TDS, current US$)",n/a,2010
St. Martin (French part),187506,"External debt stocks, total (DOD, current US$)",n/a,2010
Morocco,187523,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2093394370,2010
Morocco,187528,"Debt service on external debt, total (TDS, current US$)",3306384112,2010
Morocco,187567,"External debt stocks, total (DOD, current US$)",27295707254,2010
Monaco,187584,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Monaco,187589,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Monaco,187628,"External debt stocks, total (DOD, current US$)",n/a,2010
Moldova,187645,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",71378743.6,2010
Moldova,187650,"Debt service on external debt, total (TDS, current US$)",394414352.5,2010
Moldova,187689,"External debt stocks, total (DOD, current US$)",4724734887,2010
Madagascar,187706,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",53788032.1,2010
Madagascar,187711,"Debt service on external debt, total (TDS, current US$)",61959675.5,2010
Madagascar,187750,"External debt stocks, total (DOD, current US$)",2755972131,2010
Maldives,187767,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",60089748.5,2010
Maldives,187772,"Debt service on external debt, total (TDS, current US$)",80741054.9,2010
Maldives,187811,"External debt stocks, total (DOD, current US$)",916604218.6,2010
Mexico,187889,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",19800089082,2010
Mexico,187894,"Debt service on external debt, total (TDS, current US$)",33054675046,2010
Mexico,187933,"External debt stocks, total (DOD, current US$)",3.07E+11,2010
Marshall Islands,187950,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Marshall Islands,187955,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Marshall Islands,187994,"External debt stocks, total (DOD, current US$)",n/a,2010
Mali,188133,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",68108848.4,2010
Mali,188138,"Debt service on external debt, total (TDS, current US$)",68949763.6,2010
Mali,188177,"External debt stocks, total (DOD, current US$)",2438634703,2010
Malta,188194,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Malta,188199,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Malta,188238,"External debt stocks, total (DOD, current US$)",n/a,2010
Myanmar,188255,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",240654731.6,2010
Myanmar,188260,"Debt service on external debt, total (TDS, current US$)",241866322,2010
Myanmar,188299,"External debt stocks, total (DOD, current US$)",9990180485,2010
Montenegro,188377,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",92686530,2010
Montenegro,188382,"Debt service on external debt, total (TDS, current US$)",95235785,2010
Montenegro,188421,"External debt stocks, total (DOD, current US$)",4502976941,2010
Mongolia,188438,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",141014944.3,2010
Mongolia,188443,"Debt service on external debt, total (TDS, current US$)",238631611.7,2010
Mongolia,188482,"External debt stocks, total (DOD, current US$)",5928348234,2010
Mozambique,188560,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",92267230.2,2010
Mozambique,188565,"Debt service on external debt, total (TDS, current US$)",196287106.9,2010
Mozambique,188604,"External debt stocks, total (DOD, current US$)",11360573293,2010
Mauritania,188621,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",112245192.2,2010
Mauritania,188626,"Debt service on external debt, total (TDS, current US$)",113957610.9,2010
Mauritania,188665,"External debt stocks, total (DOD, current US$)",3556481608,2010
Mauritius,188682,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",86111313.5,2010
Mauritius,188687,"Debt service on external debt, total (TDS, current US$)",2211517381,2010
Mauritius,188726,"External debt stocks, total (DOD, current US$)",7928681896,2010
Malawi,188743,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",19745711.8,2010
Malawi,188748,"Debt service on external debt, total (TDS, current US$)",20918516.2,2010
Malawi,188787,"External debt stocks, total (DOD, current US$)",1020774253,2010
Malaysia,188804,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Malaysia,188809,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Malaysia,188848,"External debt stocks, total (DOD, current US$)",n/a,2010
Namibia,188926,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Namibia,188931,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Namibia,188970,"External debt stocks, total (DOD, current US$)",n/a,2010
New Caledonia,188987,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
New Caledonia,188992,"Debt service on external debt, total (TDS, current US$)",n/a,2010
New Caledonia,189031,"External debt stocks, total (DOD, current US$)",n/a,2010
Niger,189048,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",17444497.3,2010
Niger,189053,"Debt service on external debt, total (TDS, current US$)",25679201.7,2010
Niger,189092,"External debt stocks, total (DOD, current US$)",1533781919,2010
Nigeria,189109,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",306840267.7,2010
Nigeria,189114,"Debt service on external debt, total (TDS, current US$)",1256894679,2010
Nigeria,189153,"External debt stocks, total (DOD, current US$)",18821584009,2010
Nicaragua,189170,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",89346848.4,2010
Nicaragua,189175,"Debt service on external debt, total (TDS, current US$)",574326392.3,2010
Nicaragua,189214,"External debt stocks, total (DOD, current US$)",7017467447,2010
Netherlands,189231,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Netherlands,189236,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Netherlands,189275,"External debt stocks, total (DOD, current US$)",n/a,2010
Norway,189292,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Norway,189297,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Norway,189336,"External debt stocks, total (DOD, current US$)",n/a,2010
Nepal,189353,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",180763093.5,2010
Nepal,189358,"Debt service on external debt, total (TDS, current US$)",188073284.2,2010
Nepal,189397,"External debt stocks, total (DOD, current US$)",3787483272,2010
Nauru,189414,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Nauru,189419,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Nauru,189458,"External debt stocks, total (DOD, current US$)",n/a,2010
New Zealand,189475,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
New Zealand,189480,"Debt service on external debt, total (TDS, current US$)",n/a,2010
New Zealand,189519,"External debt stocks, total (DOD, current US$)",n/a,2010
Oman,189597,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Oman,189602,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Oman,189641,"External debt stocks, total (DOD, current US$)",n/a,2010
Pakistan,189719,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2922628706,2010
Pakistan,189724,"Debt service on external debt, total (TDS, current US$)",4319337736,2010
Pakistan,189763,"External debt stocks, total (DOD, current US$)",63124246854,2010
Panama,189780,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Panama,189785,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Panama,189824,"External debt stocks, total (DOD, current US$)",n/a,2010
Peru,189841,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4585583414,2010
Peru,189846,"Debt service on external debt, total (TDS, current US$)",6685118025,2010
Peru,189885,"External debt stocks, total (DOD, current US$)",42153893574,2010
Philippines,189902,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",9790158426,2010
Philippines,189907,"Debt service on external debt, total (TDS, current US$)",11460755996,2010
Philippines,189946,"External debt stocks, total (DOD, current US$)",65349886588,2010
Palau,189963,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Palau,189968,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Palau,190007,"External debt stocks, total (DOD, current US$)",n/a,2010
Papua New Guinea,190024,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",83788685,2010
Papua New Guinea,190029,"Debt service on external debt, total (TDS, current US$)",811688133.1,2010
Papua New Guinea,190068,"External debt stocks, total (DOD, current US$)",5987009775,2010
Poland,190085,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Poland,190090,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Poland,190129,"External debt stocks, total (DOD, current US$)",n/a,2010
Puerto Rico,190207,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Puerto Rico,190212,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Puerto Rico,190251,"External debt stocks, total (DOD, current US$)",n/a,2010
"Korea, Dem. People's Rep.",190268,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
"Korea, Dem. People's Rep.",190273,"Debt service on external debt, total (TDS, current US$)",n/a,2010
"Korea, Dem. People's Rep.",190312,"External debt stocks, total (DOD, current US$)",n/a,2010
Portugal,190329,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Portugal,190334,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Portugal,190373,"External debt stocks, total (DOD, current US$)",n/a,2010
Paraguay,190390,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",304957748.8,2010
Paraguay,190395,"Debt service on external debt, total (TDS, current US$)",502883871.7,2010
Paraguay,190434,"External debt stocks, total (DOD, current US$)",15902555799,2010
West Bank and Gaza,190451,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
